,id,name,type,summary,difficulty,stars,starVotes,location,url,length,ascent,descent,high,low,longitude,latitude,conditionStatus,conditionDetails,conditionDate,popular_vote
85,7038579,Snell Barn Loop,Hike,"One of Santa Clara County Parks' ""Magnificent 7"" hikes.",Easy,3.0,2,"Alum Rock, California",https://www.hikingproject.com/trail/7038579/snell-barn-loop,3.7,228,-229,1563,1407,-121.7162,37.336,Unknown,,1970-01-01 00:00:00,6.0
86,7042640,Eagle Vista Loop,Hike,A great short hike to a vista point on top of Emerald Bay.,Intermediate,5.0,1,"South Lake Tahoe, California",https://www.hikingproject.com/trail/7042640/eagle-vista-loop,0.5,135,-135,6713,6578,-120.1131,38.952,Bad / Closed,"Snowy, Icy - 02/02/20 - trailhead area covered with ice; microspikes or other traction devices needed to hike.",2020-01-03 12:15:00,5.0
87,7020210,Eagle Lake Out and Back,Hike,A modest effort leads to a remote-feeling alpine lake.,Intermediate,4.0,11,"South Lake Tahoe, California",https://www.hikingproject.com/trail/7020210/eagle-lake-out-and-back,1.9,405,-405,6980,6575,-120.1131,38.952,Bad / Closed,"Snowy, Icy - 02/02/20 - trailhead area covered with ice; microspikes or other traction devices needed to hike.",2020-01-03 12:15:00,44.0
88,7010691,Mount Tallac,Hike,An excellent hike with lots of variety and stunning views.,Difficult,4.8,51,"South Lake Tahoe, California",https://www.hikingproject.com/trail/7010691/mount-tallac,9.9,3266,-3266,9712,6446,-120.0682,38.9214,Unknown,,1970-01-01 00:00:00,244.79999999999998
89,7020500,Maggie's Peak,Hike,"A short hike with a lake, optional swimming, and superb view.",Intermediate/Difficult,4.5,11,"South Lake Tahoe, California",https://www.hikingproject.com/trail/7020500/maggies-peak,4.0,1657,-1656,8477,6820,-120.0985,38.9458,Unknown,,1970-01-01 00:00:00,49.5
90,7020656,Fontanillis Lake Loop,Hike,A loop trail that passes multiple alpine lakes and offers picturesque shots of the Tahoe backcountry.,Intermediate,4.5,4,"South Lake Tahoe, California",https://www.hikingproject.com/trail/7020656/fontanillis-lake-loop,11.1,2542,-2540,8471,6819,-120.0985,38.9458,Unknown,,1970-01-01 00:00:00,18.0
91,7037744,Pomo - Red Hill Loop,Hike,A trek through Pomo Canyon up to the top of Red Hill.,Easy/Intermediate,4.7,6,"Monte Rio, California",https://www.hikingproject.com/trail/7037744/pomo-red-hill-loop,5.4,1075,-1040,1063,157,-123.1022,38.4187,Unknown,,1970-01-01 00:00:00,28.200000000000003
92,7021804,Middle Ridge Loop,Hike,A moderate hike that highlights some of the more popular trails in the northwest part of the park.,Intermediate,4.5,2,"Morgan Hill, California",https://www.hikingproject.com/trail/7021804/middle-ridge-loop,9.3,1546,-1545,2986,2132,-121.5511,37.1877,Unknown,,1970-01-01 00:00:00,9.0
93,7090618,Old Homestead Loop,Hike,A simply gorgeous hike. Wildflowers peaking in late March and there are forested and shaded areas near the creek.,Easy/Intermediate,5.0,1,"Forest Ranch, California",https://www.hikingproject.com/trail/7090618/old-homestead-loop,5.3,983,-983,1532,671,-121.714,39.8058,Unknown,,1970-01-01 00:00:00,5.0
94,7052910,Ring Mountain Loop,Hike,Enjoy a loop on the Tiburon Peninsula with great views.,Intermediate,4.7,3,"Corte Madera, California",https://www.hikingproject.com/trail/7052910/ring-mountain-loop,2.9,584,-584,597,13,-122.4943,37.9209,All Clear,Dry - Dogs are ok on a leash. Please stay on marked  trails because there are rare plants that live nowhere else on earth in this place.,2019-11-18 00:41:32,14.100000000000001
95,7013286,Mt. Livermore Summit - North Ridge Trail,Hike,Get rewarded with the 360-degree views of the entire SF Bay from the summit of Mt. Livermore on Angel Island!,Intermediate,4.8,14,"Tiburon, California",https://www.hikingproject.com/trail/7013286/mt-livermore-summit-north-ridge-trail,4.3,784,-783,776,12,-122.4346,37.8686,Unknown,,1970-01-01 00:00:00,67.2
96,7002454,Bidwell Park Tour,Hike,"A tour of Bidwell Park complete with amazing views and great, winding singletrack.",Intermediate/Difficult,5.0,2,"Chico, California",https://www.hikingproject.com/trail/7002454/bidwell-park-tour,14.2,1747,-1747,1382,273,-121.7919,39.7617,Unknown,,1970-01-01 00:00:00,10.0
97,7002455,Bidwell-Guardian Out-and-Back,Hike,A fun and challenging traverse on the southern side of Upper Bidwell.,Intermediate/Difficult,5.0,1,"Chico, California",https://www.hikingproject.com/trail/7002455/bidwell-guardian-out-and-back,12.7,1123,-1123,1377,273,-121.7917,39.7618,Unknown,,1970-01-01 00:00:00,5.0
98,7002480,Upper Bidwell Park Loop - South Side,Hike,Earn some great views from the South Rim of Big Chico Creek Canyon.,Intermediate/Difficult,4.5,4,"Chico, California",https://www.hikingproject.com/trail/7002480/upper-bidwell-park-loop-south-side,12.7,1596,-1596,1385,274,-121.7913,39.7622,Unknown,,1970-01-01 00:00:00,18.0
99,7021206,Coyote Creek Loop at Coe Park,Hike,A satisfying loop traveling through a very hilly part of Coe Park.,Intermediate/Difficult,5.0,1,"San Martin, California",https://www.hikingproject.com/trail/7021206/coyote-creek-loop-at-coe-park,8.7,1704,-1705,2354,917,-121.4727,37.0996,Unknown,,1970-01-01 00:00:00,5.0
100,7012639,Five Lakes Basin,Hike,A beautiful hike filled with lakes that you'll be in awe of.,Intermediate,4.3,6,"Downieville, California",https://www.hikingproject.com/trail/7012639/five-lakes-basin,11.5,1205,-1205,7555,6665,-120.6433,39.4019,Unknown,,1970-01-01 00:00:00,25.799999999999997
101,7003999,Penner Lake,Hike,A short hike with great views to a small alpine lake.,Intermediate,4.5,6,"Downieville, California",https://www.hikingproject.com/trail/7003999/penner-lake,6.4,718,-719,6969,6664,-120.6432,39.4021,Unknown,,1970-01-01 00:00:00,27.0
102,7025821,Pinnacle Gulch - Shorttail Gulch Trail Loop,Hike,A loop route leading down a gulch and back up another gulch while enjoying the beautiful Bodega Bay.,Intermediate,4.3,3,"Bodega Bay, California",https://www.hikingproject.com/trail/7025821/pinnacle-gulch-shorttail-gulch-trail-loop,2.0,286,-285,262,7,-123.0141,38.3131,Unknown,,1970-01-01 00:00:00,12.899999999999999
103,7020224,Loch Leven Trail,Hike,A scenic hike that explores the boundaries of three granite surrounded lakes.,Intermediate/Difficult,4.4,16,"Truckee, California",https://www.hikingproject.com/trail/7020224/loch-leven-trail,7.4,1490,-1490,6854,5794,-120.5155,39.3096,Unknown,,1970-01-01 00:00:00,70.4
104,7020495,Rubicon Peak,Hike,A semi-secret trail leading to a rocky peak with stunning views.,Difficult,5.0,8,"Tahoma, California",https://www.hikingproject.com/trail/7020495/rubicon-peak,3.6,2087,-2085,9019,6932,-120.1234,39.0103,Unknown,,1970-01-01 00:00:00,40.0
105,7020238,Phoenix Lake Loop,Hike,"An excellent hike around the Phoenix Lake Basin, full of beautiful and diverse terrain.",Intermediate,4.0,6,"Kentfield, California",https://www.hikingproject.com/trail/7020238/phoenix-lake-loop,6.2,741,-742,582,88,-122.5725,37.9579,Unknown,,1970-01-01 00:00:00,24.0
106,7021825,"Henry Coe (Jackson Field, Wasno Ridge, Bowl Trail)",Hike,Incredible panoramic views await along Wasno Ridge.,Intermediate/Difficult,4.3,4,"San Martin, California",https://www.hikingproject.com/trail/7021825/henry-coe-jackson-field-wasno-ridge-bowl-trail,16.1,2625,-2624,2641,854,-121.4668,37.0759,Unknown,,1970-01-01 00:00:00,17.2
107,7020209,Rubicon Trail Out and Back,Hike,A stunning trail clinging along the edge of Lake Tahoe's cliffs and secluded coves.,Easy/Intermediate,4.7,31,"Tahoma, California",https://www.hikingproject.com/trail/7020209/rubicon-trail-out-and-back,12.3,1215,-1214,6624,6240,-120.0976,38.9986,Unknown,,1970-01-01 00:00:00,145.70000000000002
108,7084665,Coyote Hills Half Marathon Loop,Hike,An incredible trail across the salt flats of the San Francisco bay.,Easy/Intermediate,5.0,1,"Newark, California",https://www.hikingproject.com/trail/7084665/coyote-hills-half-marathon-loop,13.1,133,-133,55,7,-122.0711,37.5319,Unknown,,1970-01-01 00:00:00,5.0
109,7020282,Rocky Ridge and Alpine Lake,Hike,"A path less traveled, this one rewards with diverse terrain and top-notch scenery.",Intermediate,3.7,3,"Kentfield, California",https://www.hikingproject.com/trail/7020282/rocky-ridge-and-alpine-lake,4.9,790,-791,1258,657,-122.6124,37.9551,Unknown,,1970-01-01 00:00:00,11.100000000000001
110,7018695,Bodega Head Nature Trail,Hike,Easy hike around Bodega Head with nonstop views in all directions.,Easy,4.1,7,"Bodega Bay, California",https://www.hikingproject.com/trail/7018695/bodega-head-nature-trail,1.7,112,-126,158,57,-123.0645,38.3035,Unknown,,1970-01-01 00:00:00,28.699999999999996
111,7007260,Orchard Trail Loop,Hike,Hop on this loop to rapidly ascend to Alta Trail for sweeping views across Sausalito to Tiburon.,Intermediate,2.8,4,"Marin City, California",https://www.hikingproject.com/trail/7007260/orchard-trail-loop,1.9,374,-449,500,50,-122.5103,37.867,Unknown,,1970-01-01 00:00:00,11.2
112,7016766,Golden Gate Bridge Overlook Out-and-Back,Hike,The perfect way to get out to the Golden Gate Bridge.,Easy/Intermediate,4.2,12,"Sausalito, California",https://www.hikingproject.com/trail/7016766/golden-gate-bridge-overlook-out-and-back,5.3,1000,-999,889,266,-122.4935,37.853,All Clear,,2020-02-15 17:04:40,50.400000000000006
113,7051505,Coyote Lake and Ridge Hike,Hike,"Hike through hills, meadows, woods and along a ridge top, with Coyote Lake and rugged Palassou Ridge as the backdrop.",Intermediate,4.0,1,"San Martin, California",https://www.hikingproject.com/trail/7051505/coyote-lake-and-ridge-hike,6.8,797,-797,1349,906,-121.523,37.0705,Unknown,,1970-01-01 00:00:00,4.0
114,7002087,Barnabe Peak Out and Back,Hike,"This loop has it all—a waterfall, views, and a historic gravesite!",Intermediate,3.8,9,"Lagunitas-Forest Knolls, California",https://www.hikingproject.com/trail/7002087/barnabe-peak-out-and-back,4.4,1279,-1279,1415,136,-122.7364,38.0296,Unknown,,1970-01-01 00:00:00,34.199999999999996
115,7065176,South Headlands Loop (Coast-Miwok-Alta),Hike,Steep hills but level terrain take you through coastal scrub to views from the ridge.,Intermediate,4.6,5,"Sausalito, California",https://www.hikingproject.com/trail/7065176/south-headlands-loop-coast-miwok-alta,7.8,1243,-1239,1026,45,-122.4947,37.8339,Unknown,,1970-01-01 00:00:00,23.0
116,7024570,Mount Tamalpais from Muir Woods,Hike,Head from old-growth redwoods to the top of one of the Bay Area's most iconic peaks.,Intermediate/Difficult,4.7,22,"Tamalpais Valley, California",https://www.hikingproject.com/trail/7024570/mount-tamalpais-from-muir-woods,8.7,2416,-2416,2552,138,-122.5692,37.8913,Unknown,,1970-01-01 00:00:00,103.4
117,7017752,Hillside Loop,Hike,Enjoy a loop around the world’s most visited redwood park under towering old growth Coastal Redwoods,Easy/Intermediate,4.7,32,"Tamalpais Valley, California",https://www.hikingproject.com/trail/7017752/hillside-loop,2.5,255,-255,315,136,-122.5694,37.8913,Unknown,,1970-01-01 00:00:00,150.4
118,7017753,Panoramic Loop,Hike,Take on this route to see how world the renowned Muir Woods fits into the heart of Mount Tamalpais.,Easy/Intermediate,4.4,23,"Tamalpais Valley, California",https://www.hikingproject.com/trail/7017753/panoramic-loop,4.5,943,-941,980,137,-122.5694,37.8913,All Clear,"Some Mud: No real issues, but there are some slippery areas in the woods.",2019-11-29 18:19:06,101.2
119,7051511,Harvey Bear Ranch Hike,Hike,"Hike through scenic grass hills, woods, and meadows of the northern area of Coyote Lake - Harvey Bear Ranch County Park.",Intermediate,4.0,1,"San Martin, California",https://www.hikingproject.com/trail/7051511/harvey-bear-ranch-hike,11.1,1518,-1517,1478,360,-121.5755,37.0994,Unknown,,1970-01-01 00:00:00,4.0
120,7053005,Eagle Rock Loop,Hike,"This is a short, easy, and rewarding hike for who wants an amazing view of Tahoe.",Easy/Intermediate,4.0,3,"Sunnyside-Tahoe City, California",https://www.hikingproject.com/trail/7053005/eagle-rock-loop,1.2,289,-301,6456,6236,-120.1614,39.108,Unknown,,1970-01-01 00:00:00,12.0
121,7053369,Tennessee Valley: Ridge Trail to Coast Loop,Hike,A nice ascent is rewarded with iconic views of the Marin headlands.,Intermediate,4.5,6,"Tamalpais-Homestead Valley, California",https://www.hikingproject.com/trail/7053369/tennessee-valley-ridge-trail-to-coast-loop,5.4,924,-936,1011,94,-122.5359,37.8608,Unknown,,1970-01-01 00:00:00,27.0
122,7016774,Tennessee Valley Lollipop,Hike,"While the views from this loop can be stunning, heading into the fog is just as enjoyable.",Intermediate/Difficult,4.5,15,"Tamalpais-Homestead Valley, California",https://www.hikingproject.com/trail/7016774/tennessee-valley-lollipop,4.1,761,-761,819,92,-122.5364,37.8604,Unknown,,1970-01-01 00:00:00,67.5
123,7001511,Tomales Point Trail,Hike,A trail with spectacular coastal views and probable elk sightings.,Easy/Intermediate,4.6,69,"Inverness, California",https://www.hikingproject.com/trail/7001511/tomales-point-trail,9.8,996,-996,534,83,-122.9543,38.1891,All Clear,Mostly Dry,2020-01-27 15:29:26,317.4
124,7001731,Jepson-Johnstone Beaches Loop,Hike,"A definite ""best of"" Tomales Bay State Park loop.",Easy/Intermediate,4.0,4,"Inverness, California",https://www.hikingproject.com/trail/7001731/jepson-johnstone-beaches-loop,4.2,636,-679,439,8,-122.8916,38.1314,Unknown,,1970-01-01 00:00:00,16.0
125,7013293,Rodeo Lagoon Loop,Hike,"Enjoy gorgeous views of the beach, ocean, and Rodeo Lagoon on this loop.",Easy,4.2,6,"Marin City, California",https://www.hikingproject.com/trail/7013293/rodeo-lagoon-loop,3.4,137,-137,81,18,-122.5153,37.8323,Unknown,,1970-01-01 00:00:00,25.200000000000003
126,7020253,Shirley Canyon Trail,Hike,"Waterfalls, wildflowers, and huge granite boulders take you from the valley floor to High Camp.",Intermediate/Difficult,4.5,19,"Sunnyside-Tahoe City, California",https://www.hikingproject.com/trail/7020253/shirley-canyon-trail,5.8,1899,-1898,8130,6235,-120.2415,39.1987,Unknown,,1970-01-01 00:00:00,85.5
127,7002041,Mount Wittenberg and Bear Valley Loop,Hike,This long but rewarding excursion hits many Point Reyes highlights.,Intermediate,4.5,23,"Inverness, California",https://www.hikingproject.com/trail/7002041/mount-wittenberg-and-bear-valley-loop,13.8,1648,-1653,1387,78,-122.7997,38.0397,Unknown,,1970-01-01 00:00:00,103.5
128,7022223,Thunder Mountain Trail,Hike,A ski-resort hike with sensational Lake Tahoe views and prevalent vistas.,Intermediate,3.0,1,"Sunnyside-Tahoe City, California",https://www.hikingproject.com/trail/7022223/thunder-mountain-trail,3.0,1722,-16,8011,6306,-120.2355,39.1947,Unknown,,1970-01-01 00:00:00,3.0
129,7016771,Muir Beach Loop,Hike,"If you want to experience rugged California coast, this loop is perfect for you!",Intermediate,4.3,27,"Tamalpais Valley, California",https://www.hikingproject.com/trail/7016771/muir-beach-loop,5.8,1164,-1164,889,14,-122.5754,37.8611,All Clear,"Muddy, Mostly Dry",2020-01-11 15:03:18,116.1
130,7032900,Five Brooks & Firtop,Hike,A steady climb from Five Brooks to the top of the second highest peak in the Point Reyes National Seashore.,Intermediate,3.7,3,"Lagunitas-Forest Knolls, California",https://www.hikingproject.com/trail/7032900/five-brooks-firtop,7.5,1256,-1256,1352,249,-122.7578,37.9973,All Clear,Mostly Dry,2020-02-09 21:18:03,11.100000000000001
131,7027132,Steep Ravine - Matt Davis Loop,Hike,This awesome loop takes you up a redwood canyon and then down sunny slopes overlooking the Pacific.,Intermediate/Difficult,4.8,55,"Bolinas, California",https://www.hikingproject.com/trail/7027132/steep-ravine-matt-davis-loop,7.1,1556,-1589,1583,81,-122.6359,37.8966,Minor Issues,Some Mud,2020-01-20 19:12:35,264.0
132,7048390,Rabbit Chase 30K,Hike,An epic hike from Stinson Beach up Mount Tamalpais and through Muir Woods on the Dipsea Trail!,Intermediate/Difficult,4.5,2,"Bolinas, California",https://www.hikingproject.com/trail/7048390/rabbit-chase-30k,19.6,3673,-3669,1450,26,-122.6398,37.8978,Unknown,,1970-01-01 00:00:00,9.0
133,7006581,Table Rock 27k,Hike,A well organized race that captures the best trails of the Stinson Beach area.,Intermediate/Difficult,5.0,3,"Bolinas, California",https://www.hikingproject.com/trail/7006581/table-rock-27k,17.2,3330,-3325,1828,24,-122.6404,37.8974,Unknown,,1970-01-01 00:00:00,15.0
134,7087021,Creeks to Peaks Trail,Hike,Hike from the bottom of Glen Park Canyon to the top of Twin Peaks almost entirely on trails.,Intermediate/Difficult,5.0,1,"Daly City, California",https://www.hikingproject.com/trail/7087021/creeks-to-peaks-trail,3.6,729,-729,898,242,-122.4399,37.7363,All Clear,,2020-01-26 17:58:43,5.0
135,7007647,Coastal Trail: Lands End,Hike,A mega-popular hike hitting many Bay Area attractions in one fell swoop.,Easy/Intermediate,4.5,56,"San Francisco, California",https://www.hikingproject.com/trail/7007647/coastal-trail-lands-end,2.9,192,-192,260,159,-122.5117,37.7807,Unknown,,1970-01-01 00:00:00,252.0
136,7002958,Tahoe Rim Trail - Kingsbury to Star Lake,Hike,High Sierra trail hiking at its finest.,Intermediate/Difficult,4.3,4,"Kingsbury, Nevada",https://www.hikingproject.com/trail/7002958/tahoe-rim-trail-kingsbury-to-star-lake,18.2,2729,-2729,9121,7457,-119.885,38.9622,Unknown,,1970-01-01 00:00:00,17.2
137,7002040,Laguna and Coast Loop,Hike,This is an enjoyable loop with coastal views and a visit to Santa Maria Beach.,Easy/Intermediate,4.3,7,"Inverness, California",https://www.hikingproject.com/trail/7002040/laguna-and-coast-loop,5.1,362,-348,371,16,-122.8636,38.0438,Unknown,,1970-01-01 00:00:00,30.099999999999998
138,7032923,Muddy Hollow & The Estero,Hike,A nearly 8 mile loop through the hills of the Point Reyes National Seashore.,Easy/Intermediate,4.4,5,"Inverness, California",https://www.hikingproject.com/trail/7032923/muddy-hollow-the-estero,7.6,777,-779,361,18,-122.8694,38.048,Unknown,,1970-01-01 00:00:00,22.0
139,7002053,Estero to Sunset Beach,Hike,This is an isolated out-and-back exploration of several wonderful Pt. Reyes estuaries.,Easy/Intermediate,4.4,7,"Inverness, California",https://www.hikingproject.com/trail/7002053/estero-to-sunset-beach,8.1,623,-623,160,13,-122.9141,38.0814,All Clear,Dry,2019-11-16 16:23:06,30.800000000000004
140,7020317,Mt. Judah Loop,Hike,A beautiful day-hike that visits both Donner Peak and Mt. Judah.,Intermediate,4.3,19,"Truckee, California",https://www.hikingproject.com/trail/7020317/mt-judah-loop,5.6,1228,-1227,8216,7077,-120.3269,39.3144,Unknown,,1970-01-01 00:00:00,81.7
141,7048965,Rancho San Vicente Loop,Hike,This is a beautiful day-hike through grass and wooded hills with views of the Santa Cruz Mountains and Calero Reservoir.,Easy/Intermediate,3.8,5,"Almaden Valley, California",https://www.hikingproject.com/trail/7048965/rancho-san-vicente-loop,8.4,672,-672,886,422,-121.8069,37.1932,All Clear,,2020-02-19 23:10:17,19.0
142,7003392,Hole in the Ground Loop,Hike,Amazing views and alpine lakes.,Intermediate,4.0,3,"Truckee, California",https://www.hikingproject.com/trail/7003392/hole-in-the-ground-loop,16.3,1939,-1942,8051,6459,-120.3476,39.341,Unknown,,1970-01-01 00:00:00,12.0
143,7020356,Castle Peak Out-and-Back,Hike,A relatively easy climb to a grand high point in the northern Sierra.,Intermediate/Difficult,4.4,16,"Truckee, California",https://www.hikingproject.com/trail/7020356/castle-peak-out-and-back,5.9,1768,-1768,9008,7285,-120.3476,39.341,Unknown,,1970-01-01 00:00:00,70.4
144,7002042,Palomarin to Alamere Falls Out and Back,Hike,This is a wonderful outing to a waterfall that lands on the beach.,Intermediate,4.7,46,"Bolinas, California",https://www.hikingproject.com/trail/7002042/palomarin-to-alamere-falls-out-and-back,8.3,991,-991,564,107,-122.7462,37.9339,Unknown,,1970-01-01 00:00:00,216.20000000000002
145,7034559,Daggetts Loop and Castle Rock,Hike,"A solid hike with great vistas overlooking the Tahoe Basin, including views on top of Castle Rock and looking down on it.",Intermediate,4.8,5,"Kingsbury, Nevada",https://www.hikingproject.com/trail/7034559/daggetts-loop-and-castle-rock,7.7,1475,-1472,8088,7146,-119.8966,38.9963,Unknown,,1970-01-01 00:00:00,24.0
146,7015647,Tahoe Rim Trail Bench Out and Back,Hike,"Breath-taking views of the lake can be had on a well-maintained trail, turning around at the bench.",Intermediate,4.5,2,"Kingsbury, Nevada",https://www.hikingproject.com/trail/7015647/tahoe-rim-trail-bench-out-and-back,12.2,1298,-1297,8574,7782,-119.8967,38.9965,Unknown,,1970-01-01 00:00:00,9.0
147,7027252,Tour of Rancho Canada del Oro,Hike,"This Tour with great views, takes you through Rancho Canada del Oro's beautiful grass and wooded hills.",Intermediate,4.2,6,"Almaden Valley, California",https://www.hikingproject.com/trail/7027252/tour-of-rancho-canada-del-oro,8.3,1558,-1568,1795,694,-121.775,37.1473,Unknown,,1970-01-01 00:00:00,25.200000000000003
148,7074687,Sierra Buttes,Hike,A short hike up to a fire lookout tower with stunning views across the Sierra Nevada.,Intermediate/Difficult,5.0,4,"Downieville, California",https://www.hikingproject.com/trail/7074687/sierra-buttes,4.8,1494,-1493,8461,7001,-120.6652,39.6115,Unknown,,1970-01-01 00:00:00,20.0
149,7024835,Quicksilver History Loop,Hike,A scenic hike that visits several of the old cinnabar (mercury ore) mining historical sites.,Intermediate,4.6,10,"Almaden Valley, California",https://www.hikingproject.com/trail/7024835/quicksilver-history-loop,8.0,1454,-1456,1648,497,-121.8251,37.174,All Clear,"Mostly Dry, Some Mud",2020-01-18 19:40:13,46.0
150,7010486,Quicksilver - McAbee Loop CCW,Hike,"A fairly easy, broad, well-maintained trail through beautiful hills with views of the San Francisco South Bay Area.",Easy/Intermediate,4.1,19,"Almaden Valley, California",https://www.hikingproject.com/trail/7010486/quicksilver-mcabee-loop-ccw,4.5,728,-738,797,312,-121.8847,37.2135,All Clear,Some Mud,2020-01-28 11:54:16,77.89999999999999
151,7005000,Eagle Ridge Loop,Hike,A relatively easy loop combining some of the best aspects of Discovery Trail and Sierra Canyon Trail,Easy/Intermediate,4.0,1,"Kingsbury, Nevada",https://www.hikingproject.com/trail/7005000/eagle-ridge-loop,6.4,1047,-1020,5810,4773,-119.8454,39.0139,Unknown,,1970-01-01 00:00:00,4.0
152,7005002,Genoa Loop,Hike,A Genoa Trail System classic - this loop hits the area's highlights.,Intermediate/Difficult,4.3,4,"Kingsbury, Nevada",https://www.hikingproject.com/trail/7005002/genoa-loop,8.5,1443,-1425,6147,4767,-119.8454,39.0139,Unknown,,1970-01-01 00:00:00,17.2
153,7032233,Donner State Park Tour,Hike,A perfect beginner trail to tour Donner Memorial State Park and finish with a cool dip in Donner Lake.,Easy/Intermediate,3.8,5,"Truckee, California",https://www.hikingproject.com/trail/7032233/donner-state-park-tour,3.2,249,-246,6077,5942,-120.2371,39.3234,Unknown,,1970-01-01 00:00:00,19.0
154,7074298,Mussel Rock Park Tour,Hike,"Spectacular views, rock formations, waves, historic tunnel, wildflowers, paragliders, and access to a long, lonely beach",Intermediate/Difficult,5.0,1,"Broadmoor, California",https://www.hikingproject.com/trail/7074298/mussel-rock-park-tour,2.2,310,-310,282,31,-122.4948,37.6663,Unknown,,1970-01-01 00:00:00,5.0
155,7016118,Water Dog Lake Park,Hike,A nice small lake with lush greenery and many different trails that connect to the neighborhood.,Easy/Intermediate,4.0,3,"Belmont, California",https://www.hikingproject.com/trail/7016118/water-dog-lake-park,1.4,140,-145,381,258,-122.3005,37.5107,Unknown,,1970-01-01 00:00:00,12.0
156,7052604,Water Dog Loop Trail,Hike,A moderate singletrack trail in Belmont Open space with views of the SF Bay.,Intermediate,4.0,2,"San Carlos, California",https://www.hikingproject.com/trail/7052604/water-dog-loop-trail,3.3,519,-521,716,322,-122.2987,37.5033,Unknown,,1970-01-01 00:00:00,8.0
157,7054669,Leavitt Meadows to Long Lakes Out-and-Back,Hike,Easily accessible three to four day backpacking trip (or long hike) with several lakes for fishing and swimming.,Easy/Intermediate,5.0,1,"Bridgeport, California",https://www.hikingproject.com/trail/7054669/leavitt-meadows-to-long-lakes-out-and-back,22.0,2547,-2547,8620,7142,-119.5508,38.3338,Unknown,,1970-01-01 00:00:00,5.0
158,7014603,Wildcat Loop,Hike,"A mix of flat fire road, several climbing switchbacks and a descent through a cool, damp canyon.",Easy/Intermediate,4.2,13,"Loyola, California",https://www.hikingproject.com/trail/7014603/wildcat-loop,5.0,564,-564,883,343,-122.0879,37.3329,Unknown,,1970-01-01 00:00:00,54.6
159,7073355,Upper Rogue Valley - Upper High Meadow - PG&E Loop,Hike,"This hike is awesome even after it has rained. The trail is a wide dirt trail, no roots or rocks. There are great views!",Difficult,4.0,3,"Loyola, California",https://www.hikingproject.com/trail/7073355/upper-rogue-valley-upper-high-meadow-pge-loop,10.4,1552,-1548,1580,344,-122.088,37.3329,Unknown,,1970-01-01 00:00:00,12.0
160,7014463,Rancho Ridge Loop,Hike,"A big, steep loop with great views of the Bay and canyon below.",Intermediate,4.4,7,"Loyola, California",https://www.hikingproject.com/trail/7014463/rancho-ridge-loop,13.6,2279,-2280,2267,342,-122.0881,37.333,Unknown,,1970-01-01 00:00:00,30.800000000000004
161,7015663,Stanford Dish: Ranch Road via Piers Gate,Hike,A hike to the Stanford Dish from Alpine Road.,Easy/Intermediate,3.5,2,"Ladera, California",https://www.hikingproject.com/trail/7015663/stanford-dish-ranch-road-via-piers-gate,2.3,295,-295,466,173,-122.1929,37.4139,Unknown,,1970-01-01 00:00:00,7.0
162,7027096,Bald Mountain Out and Back,Hike,"A short, easy hike with breathtaking scenery and terrain.",Easy,4.0,4,"Almaden Valley, California",https://www.hikingproject.com/trail/7027096/bald-mountain-out-and-back,1.6,110,-110,2383,2307,-121.8752,37.1597,Unknown,,1970-01-01 00:00:00,16.0
163,7016227,Milagra Ridge Tour,Hike,"From Milagra Ridge, it is like being on top of the world.",Easy/Intermediate,4.0,5,"Pacifica, California",https://www.hikingproject.com/trail/7016227/milagra-ridge-tour,1.7,152,-145,681,555,-122.4743,37.6356,Unknown,,1970-01-01 00:00:00,20.0
164,7038340,Mount Umunhum Summit and Back,Hike,"Combine nature, amazing scenery, and interesting history while hiking to one of the highest peaks in the Santa Cruz Mts.",Intermediate,4.4,16,"Almaden Valley, California",https://www.hikingproject.com/trail/7038340/mount-umunhum-summit-and-back,8.3,1195,-1195,3474,2317,-121.8753,37.1596,All Clear,"Mostly Dry, Some Mud",2020-01-18 19:48:38,70.4
165,7021220,Merry-Go-Round Loop,Hike,"A short but pleasant loop leading hikers into a thick forest of redwoods, seasonal creeks, and hardwoods.",Easy/Intermediate,4.5,4,"Gilroy, California",https://www.hikingproject.com/trail/7021220/merry-go-round-loop,4.1,826,-826,1272,478,-121.6816,37.0043,Unknown,,1970-01-01 00:00:00,18.0
166,7062944,Merry-Go-Round to Sprig Trail Loop,Hike,"Redwood forest, oak trees, Henry Miller's Estate, and white fallow deer are all covered in this beautiful 9 mile loop.",Intermediate,4.8,5,"Gilroy, California",https://www.hikingproject.com/trail/7062944/merry-go-round-to-sprig-trail-loop,8.8,1676,-1678,1890,496,-121.6819,37.0041,Unknown,,1970-01-01 00:00:00,24.0
167,7032991,Arastradero Preserve Loop,Hike,"A nice loop in a beautiful preserve area, just a bit off the beaten path. Features a lake and quite a bit of wildlife.",Easy/Intermediate,3.6,13,"Ladera, California",https://www.hikingproject.com/trail/7032991/arastradero-preserve-loop,5.3,626,-618,737,294,-122.1744,37.3871,All Clear,Dry,2020-02-14 16:18:08,46.800000000000004
168,7049892,Waterfall Loop Nature Trail,Hike,This is a fun trail with many waterfalls to explore and a huge variety of lush vegetation including flowering bushes.,Easy/Intermediate,4.6,5,"Day Valley, California",https://www.hikingproject.com/trail/7049892/waterfall-loop-nature-trail,1.0,320,-318,1464,1145,-121.7953,37.084,All Clear,Some Mud,2020-02-16 15:12:12,23.0
